subNum group counterBalancing date time trial block list task animacy alphabetical word preTimeFix preTimeWord RT resp acc 
1 1 1 20200122 145718 249 4 1 alphabetical animate alphabetical DONKEY 516.385401 299.890582 2129.321394 1 1
1 1 1 20200122 145718 250 4 1 alphabetical animate non-alphabetical NEURON 516.567892 316.552346 16.703202 1 0
1 1 1 20200122 145718 251 4 1 alphabetical animate non-alphabetical PYTHON 516.449055 316.372292 15.098329 1 0
1 1 1 20200122 145718 252 4 1 alphabetical animate alphabetical HADDOCK 516.492068 316.614070 116.365251 1 1
1 1 1 20200122 145718 253 4 1 alphabetical inanimate non-alphabetical PATIO 516.495544 316.408082 67.558499 1 0
1 1 1 20200122 145718 254 4 1 alphabetical inanimate alphabetical HELMET 516.508455 316.734103 178.118487 1 1
1 1 1 20200122 145718 255 4 1 alphabetical animate non-alphabetical MULE 516.490954 316.399069 213.692494 1 0
1 1 1 20200122 145718 256 4 1 alphabetical animate non-alphabetical PENGUIN 516.649440 316.563674 104.302944 1 0
1 1 1 20200122 145718 257 4 1 alphabetical inanimate alphabetical COPPER 516.481899 316.388026 6.508067 1 1
1 1 1 20200122 145718 258 4 1 alphabetical inanimate non-alphabetical STEEPLE 516.433943 316.766302 0.209199 1 0
1 1 1 20200122 145718 259 4 1 alphabetical inanimate alphabetical ROBOT 516.425595 316.696621 90.875921 1 1
1 1 1 20200122 145718 260 4 1 alphabetical animate non-alphabetical GAZELLE 516.485885 316.449162 0.242165 1 0
1 1 1 20200122 145718 261 4 1 alphabetical animate alphabetical APPLE 516.510001 316.512659 95.871635 1 1
1 1 1 20200122 145718 262 4 1 alphabetical inanimate non-alphabetical GRENADE 516.543083 300.030021 718.030242 1 0
1 1 1 20200122 145718 263 4 1 alphabetical animate non-alphabetical LAMB 516.342504 299.941287 604.803041 1 0
1 1 1 20200122 145718 264 4 1 alphabetical inanimate alphabetical CANVAS 516.413537 299.906659 577.906638 1 1
1 1 1 20200122 145718 265 4 1 alphabetical inanimate non-alphabetical PLAQUE 516.456822 316.607268 63.568929 1 0
1 1 1 20200122 145718 266 4 1 alphabetical inanimate non-alphabetical SNORKEL 516.664919 316.447093 85.841231 1 0
1 1 1 20200122 145718 267 4 1 alphabetical inanimate alphabetical IGNITION 516.265440 316.533374 0.168696 1 1
1 1 1 20200122 145718 268 4 1 alphabetical animate non-alphabetical VERMIN 516.625865 316.441626 74.285149 1 0
1 1 1 20200122 145718 269 4 1 alphabetical inanimate non-alphabetical VODKA 516.428068 299.997558 304.825890 1 0
1 1 1 20200122 145718 270 4 1 alphabetical animate non-alphabetical PEARL 516.723796 299.777578 363.298893 1 0
1 1 1 20200122 145718 271 4 1 alphabetical animate alphabetical CARROT 516.391585 299.952417 307.288809 1 1
1 1 1 20200122 145718 272 4 1 alphabetical animate non-alphabetical TIGER 516.587914 299.772166 437.037913 1 0
1 1 1 20200122 145718 273 4 1 alphabetical inanimate alphabetical BANJO 516.548957 316.601394 248.657043 1 1
1 1 1 20200122 145718 274 4 1 alphabetical animate non-alphabetical WALNUT 516.497943 299.951490 509.086190 1 0
1 1 1 20200122 145718 275 4 1 alphabetical animate alphabetical FIREMAN 516.675952 299.684128 376.011635 1 1
1 1 1 20200122 145718 276 4 1 alphabetical inanimate non-alphabetical ELLIPSE 516.523914 299.898311 335.644537 1 0
1 1 1 20200122 145718 277 4 1 alphabetical inanimate alphabetical BEAD 516.438580 299.829673 303.757676 1 1
1 1 1 20200122 145718 278 4 1 alphabetical animate alphabetical ACROBAT 516.582967 316.568621 74.176549 1 1
1 1 1 20200122 145718 279 4 1 alphabetical inanimate alphabetical KENNEL 516.532261 316.715828 24.598470 1 1
1 1 1 20200122 145718 280 4 1 alphabetical animate non-alphabetical TOURIST 516.433942 316.526573 70.378904 1 0
1 1 1 20200122 145718 281 4 1 alphabetical animate non-alphabetical POODLE 516.612030 316.499983 196.530711 1 0
1 1 1 20200122 145718 282 4 1 alphabetical animate alphabetical COWBOY 516.538136 316.444949 258.851909 1 1
1 1 1 20200122 145718 283 4 1 alphabetical animate non-alphabetical VINE 516.350155 299.973442 309.850356 1 0
1 1 1 20200122 145718 284 4 1 alphabetical inanimate non-alphabetical AGENDA 516.452184 316.648080 200.166965 1 0
1 1 1 20200122 145718 285 4 1 alphabetical inanimate alphabetical CORD 516.364068 316.662302 285.121298 1 1
1 1 1 20200122 145718 286 4 1 alphabetical inanimate alphabetical HOOP 516.399933 316.750958 120.707051 1 1
1 1 1 20200122 145718 287 4 1 alphabetical animate alphabetical ENVOY 516.355411 316.727848 262.421689 1 1
1 1 1 20200122 145718 288 4 1 alphabetical animate alphabetical PONY 516.615740 299.720533 394.907027 1 1
